Регион,Герой,Название улицы,OSM ID
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,110849877
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,127098643
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,129927893
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,130923049
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,180347312
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,187684221
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,208363484
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,216486669
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,218450311
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,218450333
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,305688507
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,336839086
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,336839204
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,560008484
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,671140634
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,672691744
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,672691750
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,717613233
Sverdlovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,1150919164
Smolensk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,100278624
Smolensk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,109238178
Smolensk Oblast,Зоя Космодемьянская,переулок Зои Космодемьянской,115857556
Smolensk Oblast,Зоя Космодемьянская,переулок Зои Космодемьянской,115860795
Smolensk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,141267980
Smolensk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,141267981
Smolensk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,221096584
Smolensk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,233352073
Smolensk Oblast,Зоя Космодемьянская,переулок Зои Космодемьянской,860446581
Smolensk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,1203117567
Tambov Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,53335076
Tambov Oblast,Зоя Космодемьянская,Космодемьянский переулок,53337563
Tambov Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,160216120
Tambov Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,161884417
Tambov Oblast,Зоя Космодемьянская,улица З.Космодемьянской,163233110
Tambov Oblast,Зоя Космодемьянская,улица З.Космодемьянской,163233116
Tambov Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,220000481
Tambov Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,260233838
Tambov Oblast,Зоя Космодемьянская,улица имени Александра Космодемьянского,343423509
Tambov Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,550872833
Tambov Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,584474445
Tambov Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,827430498
Tambov Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,988331147
Tambov Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,988331148
Tambov Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,1078116917
Tver Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,23532780
Tver Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,190074494
Tomsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,109711943
Tomsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,125838904
Tomsk Oblast,Зоя Космодемьянская,улица З. Космодемьянской,145398680
Tomsk Oblast,Зоя Космодемьянская,улица Космодемьянской,188472664
Tula Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,42424210
Tula Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,53269569
Tula Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,79640776
Tula Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,80340117
Tula Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,81132321
Tula Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,88577722
Tula Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,94364720
Tula Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,135207591
Tula Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,159456156
Tula Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,244819245
Tula Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,328318223
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,22730488
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,99065130
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,99065143
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,177503762
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,284083099
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,284083157
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,284083160
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,294657102
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,497616643
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,597683541
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,597683543
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,597683545
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,665020455
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,816466455
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,816466456
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,978313732
Tyumen Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,978313733
Ulyanovsk Oblast,Зоя Космодемьянская,улица Космодемьянской,49132084
Ulyanovsk Oblast,Зоя Космодемьянская,1-й переулок Зои Космодемьянской,102506583
Ulyanovsk Oblast,Зоя Космодемьянская,2-й переулок Зои Космодемьянской,102506602
Ulyanovsk Oblast,Зоя Космодемьянская,2-й переулок Зои Космодемьянской,102506606
Ulyanovsk Oblast,Зоя Космодемьянская,3-й переулок Зои Космодемьянской,229207882
Ulyanovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,236523012
Ulyanovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,241613035
Ulyanovsk Oblast,Зоя Космодемьянская,переулок Зои Космодемьянской,442478530
Ulyanovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,442587648
Ulyanovsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,443192643
Ulyanovsk Oblast,Зоя Космодемьянская,3-й переулок Зои Космодемьянской,774611033
Ulyanovsk Oblast,Зоя Космодемьянская,3-й переулок Зои Космодемьянской,1345362321
Ulyanovsk Oblast,Зоя Космодемьянская,1-й переулок Зои Космодемьянской,1345362323
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,45059281
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,49191140
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,52519999
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,52704862
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,76237123
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,80115115
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,86022169
Chelyabinsk Oblast,Зоя Космодемьянская,переулок Зои Космодемьянской,95179212
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,102684157
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,106540279
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,124341891
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,194760678
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,227407578
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,229763723
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,232174412
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,233676789
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,296059415
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,306337820
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,314910747
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,329249657
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,518823685
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,584487518
Chelyabinsk Oblast,Зоя Космодемьянская,переулок Зои Космодемьянской,651687530
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,778748587
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,818997885
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,858336130
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,865985724
Chelyabinsk Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,961420847
Yaroslavl Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,32565732
Yaroslavl Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,39851999
Yaroslavl Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,43112265
Yaroslavl Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,44061001
Yaroslavl Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,44061005
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,5454637
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,5454828
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,8162444
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,59243517
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,171702938
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,234998840
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,348686374
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,758903458
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1036317806
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1036317807
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1036317808
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1036317809
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1046862875
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1046862876
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1046862877
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1046862878
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1046862879
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1046862880
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1089618120
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1090302282
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1104885133
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1163383940
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1189856525
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1189856527
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1189856529
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1189856532
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1313497425
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1313497652
Moscow,Зоя Космодемьянская,улица Зои и Александра Космодемьянских,1313499012
Saint Petersburg,Зоя Космодемьянская,улица Зои Космодемьянской,31402571
Saint Petersburg,Зоя Космодемьянская,улица Зои Космодемьянской,285989624
Jewish Autonomous Oblast,Зоя Космодемьянская,улица Зои Космодемьянской,273403202
Khanty-Mansi Autonomous Okrug,Зоя Космодемьянская,улица Зои Космодемьянской,59740722
Khanty-Mansi Autonomous Okrug,Зоя Космодемьянская,улица Зои Космодемьянской,94400281
Khanty-Mansi Autonomous Okrug,Зоя Космодемьянская,улица Зои Космодемьянской,245431108
Khanty-Mansi Autonomous Okrug,Зоя Космодемьянская,улица Зои Космодемьянской,668615712
Yamalo-Nenets Autonomous Okrug,Зоя Космодемьянская,улица Зои Космодемьянской,336603367
Yamalo-Nenets Autonomous Okrug,Зоя Космодемьянская,улица Зои Космодемьянской,1343299947
